Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.5129294991493225,0.29076323807239535,tensor(0.4780),957.2374718017576,685.0435021362302,0.5138016343712806,0.4434842871129513,0.2842506758259957
5,0.04735973365604877,0.04574922546744346,tensor(0.1493),957.2374718017578,882.8401905212404,0.5138016343712807,0.5137594936937093,0.07775761529533708
10,0.04228610191494227,0.041328787431120874,tensor(0.1414),957.2374718017578,900.8380620727539,0.5138016343712806,0.5183330964893103,0.05873815145838107
15,0.040627910010516646,0.039822769910097124,tensor(0.1385),957.2374718017579,903.9599946289061,0.5138016343712806,0.5197072847783566,0.05557196750459429
20,0.039900642912834884,0.0391208179295063,tensor(0.1369),957.2374718017578,904.8433668212889,0.5138016343712807,0.5206506508588792,0.05465808285477847
25,0.03949117315933108,0.03872156217694282,tensor(0.1355),957.2374718017576,905.6949657592774,0.5138016343712808,0.5203496445119381,0.05381161964755007
30,0.039216728322207926,0.038454220443964,tensor(0.1352),957.2374718017578,906.1524839477539,0.5138016343712806,0.5201695727705955,0.05334201012748302
35,0.03904379112645984,0.03829152621328831,tensor(0.1352),957.2374718017578,906.2588712768554,0.5138016343712806,0.5201513268649578,0.0531675473255549
40,0.03891008514910936,0.0381801575422287,tensor(0.1347),957.2374718017578,906.2456478881835,0.5138016343712806,0.5201303045898676,0.05312387429150188
45,0.03880743002519012,0.03809329196810722,tensor(0.1347),957.2374718017579,906.2078898315428,0.5138016343712807,0.5200767530202867,0.05326213613495626
50,0.03870810205116868,0.03799818679690361,tensor(0.1345),957.2374718017578,906.5527757568359,0.5138016343712807,0.5198239229172468,0.05291228912169506
55,0.03863279270008206,0.03793500624597072,tensor(0.1346),957.2374718017578,906.6921379394531,0.5138016343712806,0.5197167030721903,0.05265537253387611
60,0.038569141179323196,0.03785802461206913,tensor(0.1343),957.2374718017578,906.7873381958007,0.5138016343712807,0.5196755926311016,0.052628942388772845
65,0.0385193926282227,0.03781009428203106,tensor(0.1340),957.2374718017578,906.4035700073242,0.5138016343712806,0.519687419205904,0.05302965702932494
70,0.03845735136419535,0.03777338489890099,tensor(0.1344),957.2374718017578,906.2458672485351,0.5138016343712806,0.519775604441762,0.05320918684200959
75,0.03841234380379319,0.03772003054618835,tensor(0.1335),957.2374718017578,906.4017431640625,0.5138016343712807,0.5194762384593486,0.05305814859186618
80,0.03837203420698643,0.03769406080245972,tensor(0.1338),957.2374718017578,906.3184818725586,0.5138016343712807,0.5194493447989226,0.05315509862322345
85,0.038340333849191666,0.03767222017049789,tensor(0.1345),957.2374718017578,906.6665783691406,0.5138016343712808,0.5192465561032296,0.05277702033204942
90,0.03830599281936884,0.03762861452996731,tensor(0.1341),957.2374718017578,907.238453918457,0.5138016343712806,0.5187550124228,0.05222573167424458
95,0.03826976073905826,0.037608246132731435,tensor(0.1343),957.2374718017578,906.6202384643555,0.5138016343712807,0.5192792849987745,0.05281428022482704
100,0.03823514422401786,0.03758404031395912,tensor(0.1339),957.2374718017579,905.954907409668,0.5138016343712807,0.5195485152304172,0.053519598998230444
