Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.006986953981686384,0.012069575488567352,tensor(0.0724),2685.878178955078,2198.7157459716796,0.34999833404272795,0.2616749072149396,0.18138245925984248
5,0.004239578580018133,0.0043377518653869625,tensor(0.0385),2685.8781789550785,2612.8253010253907,0.3499983340427279,0.3226825454160571,0.027191521608447723
10,0.004037947376491502,0.004119811626151204,tensor(0.0370),2685.8781789550785,2630.4031040039067,0.34999833404272795,0.33132554865628483,0.02064808328198987
15,0.003940674482146278,0.0040212641702964905,tensor(0.0363),2685.878178955078,2642.502215087891,0.349998334042728,0.3390997203364969,0.016147168480324596
20,0.003893334144959226,0.003972921147942543,tensor(0.0367),2685.8781789550785,2638.6164997558594,0.34999833404272795,0.3427727208212018,0.01758650425134407
25,0.0038596663973294197,0.003934727609157562,tensor(0.0361),2685.878178955078,2648.4951818847658,0.34999833404272795,0.345061897456646,0.013912483418458013
30,0.0038376704498659818,0.003914704592898488,tensor(0.0363),2685.8781789550785,2644.8387346191403,0.34999833404272795,0.34558173490315675,0.015277512218393
35,0.003821845632046461,0.0038957380689680575,tensor(0.0358),2685.878178955078,2650.5209904785156,0.34999833404272795,0.3461987004652619,0.013163591993208035
40,0.003808423620648682,0.0038856282364577053,tensor(0.0357),2685.8781789550785,2652.5142004394534,0.3499983340427279,0.3466205714866518,0.012413244432428134
45,0.0037983402493409813,0.003874144982546568,tensor(0.0357),2685.878178955078,2648.152895263672,0.349998334042728,0.3467840502858162,0.014042458810255235
50,0.0037910997809376566,0.0038644483778625728,tensor(0.0359),2685.8781789550785,2646.5447590332033,0.34999833404272795,0.34592067433148627,0.014633020502752458
55,0.0037869406573008747,0.0038600231055170298,tensor(0.0360),2685.8781789550776,2644.7787231445313,0.34999833404272795,0.34572778382897373,0.015301492947224887
60,0.0037809350003954025,0.0038549732649698853,tensor(0.0357),2685.8781789550785,2646.5443618164063,0.3499983340427279,0.3462751091122628,0.014629396853925933
65,0.0037788635585457087,0.0038540900684893133,tensor(0.0361),2685.8781789550785,2643.2719318847653,0.34999833404272795,0.34538764711469405,0.015861320621947107
70,0.0037770347495097666,0.003849183744750917,tensor(0.0357),2685.8781789550776,2647.8058671874996,0.34999833404272795,0.3457008160948753,0.014172242421983214
75,0.003775012702681124,0.0038500826572999357,tensor(0.0357),2685.878178955078,2645.473929199218,0.34999833404272795,0.34597918030619623,0.015042722301594239
80,0.0037736796250101177,0.003846073453314602,tensor(0.0358),2685.878178955078,2646.8768989257815,0.3499983340427279,0.34531995532661675,0.014519526332406158
85,0.003773477528011426,0.003845762787386775,tensor(0.0358),2685.878178955078,2645.1815434570317,0.34999833404272795,0.3454278805181384,0.015134825757517803
90,0.0037754976016003638,0.0038474268512800336,tensor(0.0357),2685.8781789550785,2646.380887939453,0.34999833404272795,0.34574833360314366,0.014697527580965366
95,0.0037742036103736607,0.0038467115722596646,tensor(0.0358),2685.878178955078,2644.52144116211,0.3499983340427279,0.34519603291898965,0.01539102444217422
100,0.003775642154505476,0.003847926785238087,tensor(0.0358),2685.8781789550785,2644.257224609375,0.34999833404272795,0.3454693639427423,0.015494496822048991
