Epoch,Training loss,Test loss,MAE,GT_Thr(Mbps),Pre_Thr(Mbps),GT Jains Fairness,Pred Jains Fairness,Gap
0,0.3359925844706595,0.19594590552151203,tensor(0.4056),2170.5640144348145,1566.2379095458984,0.4714651636220515,0.3575170989427715,0.27900566376529107
5,0.027617603191174567,0.0274788667447865,tensor(0.1050),2170.5640144348145,1883.42467086792,0.4714651636220515,0.3980742284283042,0.13320621885165854
10,0.025794373592361808,0.025756767252460122,tensor(0.0993),2170.5640144348145,2011.0363468933106,0.4714651636220515,0.4209998354408889,0.07441211129431109
15,0.025179341377224773,0.02534558391198516,tensor(0.0977),2170.5640144348145,2043.1080903625489,0.4714651636220515,0.4277368811052292,0.0596220643144359
20,0.024911767046432942,0.024878390366211534,tensor(0.0970),2170.5640144348145,2049.081268310547,0.4714651636220515,0.4311140912212431,0.05687192883312098
25,0.024640976916998625,0.02475247485563159,tensor(0.0964),2170.5640144348145,2056.7083744812016,0.4714651636220515,0.4349743630271405,0.05336306951421149
30,0.024508934235200286,0.024431729689240456,tensor(0.0962),2170.5640144348145,2056.964296722412,0.4714651636220515,0.43633188411593443,0.05324482759979815
35,0.02430970181012526,0.024360528448596597,tensor(0.0958),2170.5640144348145,2061.9947502136233,0.4714651636220515,0.4384707002341747,0.0509310731968366
40,0.024226972076576203,0.024120954098179936,tensor(0.0958),2170.5640144348145,2060.8189863586426,0.4714651636220515,0.43890851933509106,0.051471191268980435
45,0.024072895001154393,0.02408213634043932,tensor(0.0955),2170.5640144348145,2064.5182403564454,0.4714651636220515,0.4402878230810165,0.04977017146237541
50,0.024013537797145545,0.023898684652522206,tensor(0.0956),2170.5640144348145,2062.896306762695,0.4714651636220515,0.4401804245263338,0.05051492190284361
55,0.02389093633973971,0.023875205544754863,tensor(0.0953),2170.5640144348145,2066.4039610290524,0.4714651636220515,0.44113632729277014,0.048902016399625166
60,0.023842723749112338,0.023727273335680366,tensor(0.0955),2170.5640144348145,2064.2649728393553,0.4714651636220515,0.4408411424327642,0.04988495480171344
65,0.023739897122140974,0.023709830828011036,tensor(0.0953),2170.5640144348145,2067.0046553039547,0.4714651636220515,0.4414707843586802,0.04862539963993269
70,0.023696137126535177,0.023588174488395452,tensor(0.0955),2170.5640144348145,2064.642713317871,0.4714651636220515,0.4410668831411749,0.049710338263593605
75,0.023609427618794143,0.02357314992696047,tensor(0.0953),2170.5640144348145,2066.862643737793,0.4714651636220515,0.44153010160662237,0.048689568979270396
80,0.023568913980852813,0.02347228559665382,tensor(0.0956),2170.5640144348145,2064.233854980469,0.4714651636220515,0.4410260340943933,0.049896700882640914
85,0.02349421236431226,0.023456216789782047,tensor(0.0954),2170.5640144348145,2066.0493521118165,0.4714651636220515,0.4412289669830352,0.049061416519037566
90,0.023455949849449098,0.023371834075078368,tensor(0.0957),2170.5640144348145,2063.607401428223,0.4714651636220515,0.4408877592906356,0.050182627130182005
95,0.023392926377709955,0.02335753501392901,tensor(0.0955),2170.5640144348145,2065.1641830444337,0.4714651636220515,0.4412409017514438,0.04946638727735038
100,0.023358082922641188,0.023289059521630406,tensor(0.0958),2170.5640144348145,2062.818589324951,0.4714651636220515,0.4408661592379212,0.05054329832743359
